SMILES String,Solubility ALOGPS,Drug Name,Drug Subcategory,Drug Subcategory Updated,
CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](CO[P@](O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC,5.43E-05,Di-Stearoyl-3-Sn-Phosphatidylethanolamine,others, phospholipid,
[H][C@@]12CCCC[N@]1CC(=O)C1=C2N(CCCNS(=O)(=O)C(C)C)C2=C1C=CC=C2,0.288,"N-{3-[(7ar,12as,12bs)-7-Oxo-1,3,4,6,7,7a,12a,12b-Octahydroindolo[2,3-a]Quinolizin-12(2h)-Yl]Propyl}Propane-2-Sulfonamide",others, organic compound,
N\C=C\S,17.7,2-Thioethenamine,others, organic compound,
CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSCC(=O)C(F)(F)F,4.21,Trifluoroacetonyl Coenzyme A,others, organic compound,
CCCCCCCCC(=O)N(CCO)C[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,9.98,"Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide",others, organic compound,
OC(=O)\C=C\C1=CNC=N1,42.5,trans-urocanic acid,others, organic compound,
NC1=NC2=C(N=CN2[C@@H]2O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1,3.56,Guanosine-5'-Monophosphate,others, nucleotide,
N[C@@H](COS(=O)(=O)CC1=CC=CC=C1)C(O)=O,2.3,O-Benzylsulfonyl-Serine,others, organic compound,
N[C@@H](CS[C@@H]1NOC(=C1)[C@@H](N)C(O)=O)C(O)=O,11.2,"2-Amino-3-[5-(Amino-Carboxy-Methyl)-2,3-Dihydro-Isoxazol-3-Ylsulfanyl]-Propionic Acid",others, organic compound,
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@@](O)(=O)C[P@](O)(=O)OC[C@H]2O[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,4.24,AMPCPR,others, organic compound,
NC1=CC=CC2=C1C=C1C=CC=CC1=C2,0.00545,Aminoanthracene,others, organic compound,
NC(=N)C1=CC=C2C=C(C=CC2=C1)C(=O)NC1=CC=CC=C1,0.0129,6-(N-Phenylcarbamyl)-2-Naphthalenecarboxamidine,others, organic compound,
CN1C=[N+](C)C2=C1N=C(N)N=C2O,2.44,"7,9-Dimethylguanine",others, organic compound,
CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,862,Methyl alpha-D-mannoside,others, organic compound,
[H][C@@](N)(CC1=CC=C(I)C=C1)C(=O)NO,0.256,Para-Iodo-D-Phenylalanine Hydroxamic Acid,others, organic compound,
O[C@H]1[C@@H]2CO[C@H]1[C@@H](OS(O)(=O)=O)[C@H](O)O2,105,"3,6-Anhydro-D-Galactose-2-Sulfate",others, organic compound,
O[C@@H]1O[C@H]([C@H](O)[C@@H](O)[C@H]1O)C(O)=O,295,D-Mannuronic Acid,others, organic compound,
N[C@@H](CCCC[B-](O)(O)O)C(O)=O,2.83,2(S)-Amino-6-Boronohexanoic Acid,others, organic compound,
NC(=N)NCCC[C@@H](NC(=O)C(=O)[C@@H](CC1CCCCC1)NC(=O)OCC1=CC=CC=C1)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@H](CC1CCCCC1)C(O)=O,0.00735,4-[2-(3-Benzyloxycarbonylamino-4-Cyclohexyl-1-Hydroxy-2-Oxo-Butylamino)-5-Guanidino-Pentanoylamino]-4-(1-Carboxy-2-Cyclohexyl-Ethylcarbamoyl)-Butyric Acid,others, organic compound,
CC(=O)N[C@@H](CCCNC(N)=N)C(O)=O,0.767,N-Alpha-L-Acetyl-Arginine,others, amino acid derivative,
CC1=C(N)C=CC=C1F,11.7,3-Fluoro-2-Methyl-Aniline,others, organic compound,
CC1=C(CCO[P@](O)(=O)O[P@](O)([O-])=O)SC=[N+]1CC1=CN=C(C)N=C1N,0.372,Thiamin Diphosphate,others, coenzyme,
C([C@H]1CN(CCN1)C1=NN=C(C2=CC3=CC=CC=C3C=C2)C(=C1)C1=CC=NC=C1)C1=CC=CC=C1,0.00157,6((S)-3-Benzylpiperazin-1-Yl)-3-(Naphthalen-2-Yl)-4-(Pyridin-4-Yl)Pyrazine,others, organic compound,
COC(=O)[C@@H]1CCCN1C(=O)[C@H](C)N[P@](O)(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](CCCC[NH3+])NC(=O)[C@@H]1CCCN1C(=O)OCC1=CC=CC=C1,0.00278,Carbobenzoxy-Pro-Lys-Phe-Y(Po2)-Ala-Pro-Ome,others, peptide,
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](CC[C@@]4(C)[C@@H]3CC[C@]12C)OS(O)(=O)=O,7.48E-05,Cholesterol-Sulfate,others, steroid sulfate,
CCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](CC(=O)NO)CO[C@@H](CO)[C@@H]1O,0.0349,Tu-514,others, organic compound,
CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCS,4.64,Coenzyme A,others, coenzyme,
C[C@@H](NCC1=C(O)C(C)=NC=C1COP(O)(O)=O)C(O)=O,1.48,N-(5'-Phosphopyridoxyl)-D-Alanine,others, organic compound,
OCCNC1=NC=NC2=C1N=C1C=CC=CN21,0.199,"2-(Pyrido[1,2-E]Purin-4-Yl)Amino-Ethanol",others, Purinergic Antagonists,
CC1=CN([C@@H]2O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N=C1N,15.3,5-Methylcytidine-5'-Monophosphate,others," Antineoplastic Agents, Antimetabolites",
CC1=CC=CN=C1,197,3-Methylpyridine,others, Aromatic Hydrocarbons,
CCCCCCC[C@@H](O)C[C@@H]1O[C@@](CO)(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,15,"2-[3,4-Dihydroxy-2-Hydroxymethyl-5-(2-Hydroxy-Nonyl)-Tetrahydro-Furan-2-Yloxy]-6-Hydroxymethyl-Tetra Hydro-Pyran-3,4,5-Triol",others, Hypoglycemic Agents,
[H]OS([O-])(O[H])C1=C([H])C([H])=C(C([H])=C1[H])C1=C2/N=C(C([H])=C2[H])/C(=C2\N([H])\C(\C([H])=C2[H])=C(/C2=C([H])C([H])=C(N2[H])/C(=C2\N=C\1C([H])=C2[H])C1=C([H])C([H])=C(C([H])=C1[H])S([O-])(O[H])O[H])C1=C([H])C([H])=C(C([H])=C1[H])S([O-])(O[H])O[H])/C1=C([H])C([H])=C(C([H])=C1[H])S([O-])(O[H])O[H],0.00723,"5,10,15,20-Tetrakis(4-Sulpfonatophenyl)-21h,23h-Porphine",others, Contrast Media,
OC(=O)CCCC1=CC=CC=C1,0.513,Gamma-Phenyl-Butyric Acid,others, Anticonvulsants,
NC1=NC2=C(C(N)=N1)C(SC1=CC=C(C=C1)N1CCOCC1)=CC=C2,0.0675,"5-(4-Morpholin-4-Yl-Phenylsulfanyl)-2,4-Quinazolinediamine",others, Protein Kinase Inhibitors,
NC(=C)C(N)=O,243,2-Aminoprop-2-Enamide,others, Alkynes,
COC1=CC(=CC(OC)=C1)C1=NC(=C(CN)C(N)=N1)C1=CC=C(Cl)C=C1Cl,0.0123,"5-(Aminomethyl)-6-(2,4-Dichlorophenyl)-2-(3,5-Dimethoxyphenyl)Pyrimidin-4-Amine",others, Antineoplastic Agents,
C\C=C\C(=O)C(O)=O,19.8,2-Oxo-3-Pentenoic Acid,others, Fatty Acids,
OO[C@@]1(CC2=CC=C(Br)C=C2)N=C2[C@H](CC3=CC=CC=C3)NC(=CN2C1=O)C1=CC=C(O)C=C1,0.00962,Br-Coeleneterazine,others, Luminescent Agents,
O[C@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,31.4,Alpha-D-Glucose-6-Phosphate,Barbiturate,Barbiturate,
CCCCN1C2=C(NC(CC3=CC=C(NC(C)=O)C=C3)=N2)C(=O)N(CC2=CC=CC=C2F)C1=O,0.0277,1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,others, Phosphodiesterase Inhibitors,
CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC3=C(O2)C=CC=C3)CCN1C[C@@H](O)C[C@H](CC1=CC=CC=C1)C(=O)N[C@H]1[C@H](O)CC2=CC=CC=C12,0.0309,"L-756,423",others, Antitumor Agents,
CN[C@@H]1C[C@@H]2O[C@](C)([C@@H]1OC)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O,0.0439,Staurosporine,others, Protein Kinase Inhibitors,
N[C@@H](CCCNC(=O)CP(O)(O)=O)C(O)=O,5.85,N-(Phosphonoacetyl)-L-Ornithine,others, Enzyme Inhibitors,
COC(=O)C1=C(O)C=CC=C1OC\C=C\C1=CC(C2=CC(=NO2)C(O)=O)=C(F)C=C1,0.0337,Compound 9,others, Unclassified,
NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)=N2)N1,0.141,Dihydrofolic Acid,others, Antineoplastic Agents,
CN(CCCCCCOC1=CC=C(C(=O)C2=CC=C(Br)C=C2)C(F)=C1)CC=C,0.000155,R048-8071,others, Unclassified,
OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C3=NC=CN3[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O,38.6,Imidazole-Derived Cellobiose,others, Antifungal Agents,
NC(=N)C1=CC=C(CC(=O)C(O)=O)C=C1,0.309,Amido Phenyl Pyruvic Acid,others, Aromatic Amino Acid Decarboxylase Inhibitors,
OC(=O)CC1=C(O)C2=C(CC3=C(C(O)=CC=C3)C2=O)C=C1,0.0948,Acetyl Dithranol,others, Antipsoriatic Agents,
OC(=O)CN1C(=O)C2=CC=CC3=CC=CC(C1=O)=C23,0.0614,Alrestatin,others, Aldose Reductase Inhibitors,
NC(=O)[C@H]1C[C@]2(NC(=O)NC2=O)C2=CC(F)=CC=C2O1,2.66,Fidarestat,others, Aldose Reductase Inhibitors,
CC1=NC=C(CO)C(N)=N1,12,4-Amino-5-Hydroxymethyl-2-Methylpyrimidine,others, Unclassified,
NC1=NC2=C(NC(=O)N2[C@H]2C[C@@H](O)[C@H](COP(O)(O)=O)O2)C(=O)N1,6.61,8-Oxo-2'-Deoxy-Guanosine-5'-Monophosphate,others, Nucleotides,
OC(=O)CCC1=CC=CC=C1,1.7,3-phenylpropionic acid,others, Fatty Acids,
CC(C)[C@@H](NC(=O)[C@H](CS)NC(=O)CCC[C@H](N)C(O)=O)C(O)=O,0.478,L-D-(a-Aminoadipoyl)-L-Cysteinyl-D-Valine,others, Antibiotics,
CN(CC1=COC2=C1C(N)=NC(N)=N2)C1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O,0.425,"Furo[2,3d]Pyrimidine Antifolate",others, Antineoplastic Agents,
NCCNC[C@@H](N)CCCNC(=N)N[N+]([O-])=O,0.338,N-{(4s)-4-Amino-5-[(2-Aminoethyl)Amino]Pentyl}-N'-Nitroguanidine,others, Antineoplastic Agents,
OCC(=O)CO[P@@](O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H]1O,14.3,"L-Alpha-Glycerophospho-D-Myo-Inositol-4,5-Bis-Phosphate",Barbiturate,Barbiturate,
IC1=CC=C(NC(=O)NC2CCCCC2)C=C1,0.0214,N-Cyclohexyl-N'-(4-Iodophenyl)Urea,others, Herbicides,
CC1=CC2=C(C=C1C)N(C=N2)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O,1.53,Alpha-Ribazole-5'-Phosphate,Barbiturate,Barbiturate,
NC1=NC2=C(N[C@H](CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)CN2)C(=O)N1,0.288,"(6s)-5,6,7,8-Tetrahydrofolate",others, Coenzymes,
[H][C@](C)(CS)C(=O)N1CCC[C@@]1([H])C(O)=O,4.52,1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid,others, Unclassified,
OC1=C([C@@H](C2CC2)C2=CC=CC(NS(=O)(=O)C3=CC=CC=C3)=C2)C(=O)OC2=C1CCCCCC2,0.00173,"N-(3-Cyclopropyl(5,6,7,8,9,10-Hexahydro-2-Oxo-2h-Cycloocta[B]Pyran-3-Yl)Methyl)Phenylbenzensulfonamide",others, Sulfonamide derivative,
O[C@@H]1CN2CCC[C@H](O)[C@H]2[C@@H]1O,1320,Swainsonine,others, Indolizidine alkaloid,
CCCCCCCCCCCCCCCCS(F)(=O)=O,0.000316,1-Hexadecylsulfonyl Fluoride,others, Protease inhibitor,
[H][C@]1(CC(=O)NO)SC2=CC=CC=C2NC1=O,0.623,"2-(3,4-Dihydro-3-Oxo-2h-Benzo[B][1,4]Thiazin-2-Yl)-N-Hydroxyacetamide",others, Thiazine-2-yl derivative,
NC1=NC(O)=C(N)C(O)=N1,37.8,"2,4-Diamino-4,6-Dihydroxypyrimidine",others, Pyrimidine derivative,
CC1=NC=C(COP(O)(O)=O)C(CN[C@@H]2CONC2=O)=C1O,2.21,"D-Pyridoxyl-N,O-Cycloserylamide-5-Monophosphate",others, Vitamin B6 derivative,
CC(=O)SC[C@@H](N)C(O)=O,23.2,S-Acetyl-Cysteine,others," Mucolytic agent, Antioxidant",
NC1=CC=C2C(=O)NNC(=O)C2=C1,2.43,4-Aminophthalhydrazide,Amide Local Anesthetic,Amide Local Anesthetic,
COCCOCCOCCOCCOCCO,4.22,2-(2-{2-[2-(2-Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol,others, Polyethylene glycol derivative,
CCCCCCCCCCCCCCCC(=O)OC[C@@H](CO[P@](O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCCCCCCCCCC,0.000141,"1,2-Dipalmitoyl-Phosphatidyl-Glycerole",others, Phospholipid,
CC(=N)NCC1=CC=CC(CN)=C1,0.724,N-(3-(Aminomethyl)Benzyl)Acetamidine,others, Benzylacetamidine derivative,
CCCCCN,18,Amylamine,others, Aliphatic amine,
[H][C@@](CC(C)C)(NC(=O)C1=CC=CO1)C(=O)N[C@@]([H])(CC1=CNC2=C1C=CC=C2)P(O)(O)=O,0.0688,N-[(Furan-2-Yl)Carbonyl]-(S)-Leucyl-(R)-[1-Amino-2(1h-Indol-3-Yl)Ethyl]-Phosphonic Acid,others, Phosphonate derivative,
[H][C@@](C)(C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1,0.0285,"2-(1,1'-Biphenyl-4-Yl)Propanoic Acid",others, Biphenyl derivative,
NC(=[NH2+])N1C=NC=N1,13.5,"1,2,4-Triazole-Carboxamidine",others, Triazole derivative,
ONC(=O)CC1(CCOCC1)S(=O)(=O)C1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,0.0124,2-{4-[4-(4-Chloro-Phenoxy)-Benzenesulfonyl]-Tetrahydro-Pyran-4-Yl}-N-Hydroxy-Acetamide,others, Pyran derivative,
[O-][N+](=O)C1=CC=C(OS(=O)(=O)CC[C@@H](CCC2=CC=CC=C2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)OCC2=CC=CC=C2)C=C1,0.000118,3-[N-[Benzyloxycarbonyl]-Phenylalaninyl-Amino]-5-Phenyl-Pentane-1-Sulfonic Acid 4-Nitro-Phenyl Ester,others, Sulfonic acid derivative,
O\N=C1\C(\NC2=C\1C=CC=C2)=C1\C(=O)NC2=C1C=CC=C2,0.117,Indirubin-3'-Monoxime,others, Indole derivative,
OC[C@@H](O)[C@H](O)[C@@H](O)COP(O)(O)=O,28.5,Ribose-5-Phosphate,Barbiturate,Barbiturate,
NC1=CC=CC(=C1)C(O)=O,6.36,Gabaculine,others," Natural product, Neurotransmitter inhibitor",
CCCCNS(=O)(=O)C1=CC=CC=C1,0.46,N-Butyl-Benzenesulfonamide,others, Sulfonamide derivative,
[H][C@](O)(CCCCC)\C=C\[C@@]1([H])C(=O)C[C@]([H])(O)[C@]1([H])C\C=C/CCCC(O)=O,0.086,"(5e,13e)-9,15-Dihydroxy-11-Oxoprosta-5,13-Dien-1-Oicacid",others, Prostaglandin derivative,
CC1=C(C[C@H](N)C(O)=O)C(O)=NO1,24.5,AMPA,others, Amino acid derivative,
[H][C@]1(CC2=CC=C(C=C2)N2CCN(CC2)C=O)C(=O)NC2=C1C=CC=C2,0.105,SU4984,others, Growth hormone secretagogue receptor (GHSR) antagonist,
NC1=C2N=CN([C@@H]3O[C@H](CO[P@@](O)(=O)O[P@@](O)(=O)OC[C@H]4O[C@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)C2=NC=N1,3.61,Adenosine-5-Diphosphoribose,others, Nucleotide derivative,
O=C1CCCCC1,19.6,Cyclohexanone,others, Ketone derivative,
OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O,586,Cellobiose,others, Disaccharide,
[H][C@@](C)(N)[P@](O)(=O)C[C@@]([H])(CC1=CC=C(C=C1)C1=CC=CC=C1)C(=O)N[C@@]([H])(C)C(O)=O,0.00835,"N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine",others, Phosphorylated amino acid derivative,
OC[C@@H]1C[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@H]2CO)O1,550,4-Deoxylactose,Amide Local Anesthetic,Amide Local Anesthetic,
NC1=NC2=C(N(C=O)[C@H](CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(=O)N[C@@H](CCC(=O)N[C@H](CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)CN2)C(=O)N1,0.368,Triglu-5-Formyl-Tetrahydrofolate,others, Tetrahydrofolate derivative,
[NH3+]CCCCC(O)=O,10.3,Delta-Amino Valeric Acid,others, Amino acid derivative,
NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC=CC=C1F,0.0278,N-(2-Flouro-Benzyl)-4-Sulfamoyl-Benzamide,others, Sulfonamide derivative,
N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O,1.67,L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid,others, Amino Acids,
COC1=CC=C(C=C1)S(=O)(=O)N(CC1=CC=CN=C1)C1=C(C=CC=C1C)C(=O)NO,0.0124,WAY-151693,Progestin,Progestin,
OC(=O)C(=O)NC1=C(C(O)=O)C2=C(CSCC2)S1,0.053,"2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Thiopyran-3-Carboxylic Acid",others, Heterocyclic Compounds,
C\C=C\C(O)=O,101,Butenoic Acid,others, Fatty Acids and Conjugates,
O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@@H](O)C(O)=O,20.7,6-Phosphogluconic Acid,others, Carbohydrates and Carbohydrate Conjugates,
N[C@@H](CCCNC(=N)N[N+]([O-])=O)C(=O)N[C@H]1CN[C@@H](C1)C(N)=O,0.297,L-N(Omega)-Nitroarginine-(4r)-Amino-L-Proline Amide,Amide Local Anesthetic,Amide Local Anesthetic,
COCCOCCOCCOC,16.7,1-Methoxy-2-[2-(2-Methoxy-Ethoxy]-Ethane,others, Organic Compounds,
NOCC(O)=O,526,(Aminooxy)Acetic Acid,others, Amino Acid Derivatives,
COCCOCCOCCOC1=CC=C(C=C1)C(C)(C)CC(C)(C)C,0.000207,"1-{2-[2-(2-Methoxyethoxy)Ethoxy]Ethoxy}-4-(1,1,3,3-Tetramethylbutyl)Benzene",others, Organic Compounds,
NC(=N)C1=CC=C(C[C@H]2CCCC[C@H](CC3=CC=C(C=C3)C(N)=N)C2=O)C=C1,0.0058,Bis-Benzamidine,others, Organic Compounds,
NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)NP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1,8.9,Phosphoaminophosphonic Acid Guanylate Ester,others, Organic Compounds,
CN(C)CC(O)=O,939,Dimethylglycine,others, Amino Acids and Derivatives,
NC1(CC1)C(O)=O,437,1-Aminocyclopropanecarboxylic Acid,others, Amino Acids and Derivatives,
OC1=CC=C(C=C1O)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0.000287,"(3,4-Dihydroxy-Phenyl)-Triphenyl-Arsonium",others, Organic Compounds,
NS(=O)(=O)C1=CC(F)=CC(F)=C1,2.18,"3,5-Difluorobenzenesulfonamide",others, Organic Compounds,
CCCC[C@H](N)P(O)(O)=O,31.7,Norleucine Phosphonate,others, Amino Acids and Derivatives,
ClC1=CC2=C(NC(=C2)C(=O)NCCOCCOCCNC(=O)C2=CC3=C(N2)C=CC(Cl)=C3)C=C1,0.00263,CP-526423,Non-Standardized Food Allergenic Extract,Non-Standardized Food Allergenic Extract,
[H][C@@](CCCO)(C(=O)NO)[C@@]([H])(CC(C)C)C(=O)N[C@@]1([H])CCCCN(CCOC)C1=O,4.58,A Disubstituted Succinyl Caprolactam Hydroxymate Mmp3inhibitor,others, Organic Compounds,
CC1=NC(C)=C(S1)C1=NC(N)=NC=C1,0.259,"4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine",others, Heterocyclic Compounds,
CCCCC\C=C\C\C=C\CCCCCCCC(=O)O[C@@H]1CC[C@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]23)C1,5.79E-06,Cholesteryl Linoleate,others, Lipids and lipid-like molecules,
ONC(=O)[C@H](O)[C@H](O)[C@@H](O)COP(O)(O)=O,13.7,5-Phospho-D-Arabinohydroxamic Acid,others, Carbohydrates and Carbohydrate Conjugates,
OB(O)CNC(=O)CC1=CC=CS1,0.221,N-2-Thiophen-2-Yl-Acetamide Boronic Acid,others, Organic Compounds,
O=C1NC2=CC=CC=C2C1=O,2.77,Isatin,others, Heterocyclic Compounds,
[H][C@](CO)(CCC1=CC=CC=C1)N1C=NC(=C1)C(N)=O,0.644,FR221647,others, Organic Compounds,
NC1=NC(=O)N(C=C1)[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O,43.8,Cytidine,others," Nucleosides, Nucleotides, and Analogues",
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1OP(O)(O)=O,3.29,Adenosine-2'-5'-Diphosphate,others," Nucleosides, Nucleotides, and Analogues",
C[N@H+](CCC=C(C)C)[C@@H]1CCC(C)=CC1,0.00228,S-azabisabolene,others, Organic Compounds,
CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,862,Methyl alpha-galactoside,others, Carbohydrates and Carbohydrate Conjugates,
NC(=O)[C@H]1C[C@]2(NC(=O)NC2=O)C2=CC(F)=CC=C2O1,2.66,Fidarestat(Stereoisomer),others, Organic Compounds,
NC1=CC(CN2C(O)N(CC3=CC(N)=CC=C3)[C@@H](CC3=CC=CC=C3)[C@H](O)[C@@H](O)[C@@H]2CC2=CC=CC=C2)=CC=C1,0.0477,DMP450,others, Organic Compounds,
[H][C@@]1(CO)CC[C@@]([H])(O1)N1C=NC2=C1N=C(Cl)N=C2N,3.69,2-Chlorodideoxyadenosine,others," Nucleosides, Nucleotides, and Analogues",
COC1=CC(=CC(OC)=C1OC)N(C)CC1=C(C)C2=C(N)N=C(N)N=C2N=C1,0.188,"2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine",others, Heterocyclic Compounds,
OC1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,0.605,"3,5-Dinitrocatechol",others, Organic Compounds,
OC(O)CC1=CC(Br)=C(OC2=CC=C(O)C(=C2)[C@@H](O)NCCC2=CC=CC=C2)C(Br)=C1,0.00816,"[3,5-Dibromo-4-(4-Hydroxy-3-Phenethylcarbamoyl-Phenoxy)-Phenyl]-Acetic Acid",others, Organic Compounds,
CC(C)C[C@@H](C)N,9.83,Leucine - Reduced Carbonyl,others, Amino Acids and Derivatives,
NCC=N,11.4,2-Aminoethanimidic Acid,others, Amino Acids and Derivatives,
ON(CC(O)=O)C=O,50,Hadacidin,others, Organic Compounds,
CC1=C(C=C)C2=CC3=[N+]4C(=CC5=C(C)C(CCC(O)=O)=C6C=C7C(CCC(O)=O)=C(C)C8=[N+]7[Co@]4(N2C1=C8)N56)C(C=C)=C3C,0.00173,Protoporphyrin Ix Containing Co,others, Organic Compounds,
OC(=O)C1=CON=C1O,43.9,3-Hydroxyisoxazole-4-Carboxylic Acid,others, Heterocyclic compounds,
CC(=N)N1CCC(CC1)OC1=CC=C2C(=C1)N(CC1=CC=C3C=CC(=CC3=C1)C(N)=N)C1=C2C=CC=C1,0.0121,Zk-806450,others, Protease inhibitors,
CC1=C2NC=NC2=NC=N1,29.3,6-Methylpurine,others, Purine analogues,
CC(C)C1=CC=C(N)C=C1,1.74,Para-Isopropylaniline,others, Aromatic amines,
[H][C@]1(CO)O[C@@]([H])(OC2=CC=C3C(=O)C(=COC3=C2)C2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,0.661,Daidzin,others, Isoflavones,
CN1C=NC2=C1N=C(NCCO)N=C2NCC1=CC=CC=C1,0.509,Olomoucine,others, Cyclin-dependent kinase inhibitors,
[H][C@@]1(CN(CC2=CC=CC=C2)C(=O)CO1)C1=CC2=C(C=C1)N(C)S(=O)(=O)C2,0.0892,CP-271485,Non-Standardized Food Allergenic Extract,Non-Standardized Food Allergenic Extract,
NC1=NC2=C(N=C(CO)CN2)C(=O)N1,2.47,"6-Hydroxymethyl-7,8-Dihydropterin",others, Pteridines,
N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@@H]1O,342,"6-Amino-4-Hydroxymethyl-Cyclohex-4-Ene-1,2,3-Triol",others, Amino alcohols,
CCCC(N)=O,216,Butyramide,others, Amides,
OB(O)C1=CC=CC(NC(=O)CI)=C1,0.179,4-iodo-acetamido phenylboronic acid,others, Organoboron compounds,
C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.00793,Glycochenodeoxycholic Acid,others, Bile acids,
N[C@H]1[C@H](O)C=CC=C1C(O)=O,65.4,"(2s,3s)-Trans-2,3-Dihydro-3-Hydroxyanthranilic Acid",others, Aromatic amino acids,
O=C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,0.335,Adamantanone,others, Ketones,
OC(=O)\C=C\C1=CC=C(C=C1)C(O)=O,0.224,4-Carboxycinnamic Acid,others, Carboxylic acids,
CC(C)OP(C)(=O)OC(C)C,12.8,Methylphosphonic Acid Diisopropyl Ester,others, Organophosphates,
OCC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)OCC1=CC=CN=C1,0.00492,[1-(3-Hydroxy-2-Oxo-1-Phenethyl-Propylcarbamoyl)2-Phenyl-Ethyl]-Carbamic Acid Pyridin-4-Ylmethyl Ester,others, Carbamates,
